E.coli./09.fa.txt_orf00002 D.turgidum./08.fa.txt_orf01736
E.coli./09.fa.txt_orf00478 D.turgidum./08.fa.txt_orf00547
E.coli./09.fa.txt_orf00480 D.turgidum./08.fa.txt_orf00831_rev
E.coli./09.fa.txt_orf00481 D.turgidum./08.fa.txt_orf01692_rev
E.coli./09.fa.txt_orf00482_rev D.turgidum./08.fa.txt_orf00172_rev
E.coli./09.fa.txt_orf00483 D.turgidum./08.fa.txt_orf01448
E.coli./09.fa.txt_orf00484 D.turgidum./08.fa.txt_orf00738
E.coli./09.fa.txt_orf00485_rev D.turgidum./08.fa.txt_orf01156_rev
E.coli./09.fa.txt_orf00486 D.turgidum./08.fa.txt_orf00167
E.coli./09.fa.txt_orf00487 D.turgidum./08.fa.txt_orf00400
E.coli./09.fa.txt_orf00489 D.turgidum./08.fa.txt_orf01768_rev
E.coli./09.fa.txt_orf00492 D.turgidum./08.fa.txt_orf00903
E.coli./09.fa.txt_orf00493_rev D.turgidum./08.fa.txt_orf00947_rev
E.coli./09.fa.txt_orf00494 D.turgidum./08.fa.txt_orf00330_rev
E.coli./09.fa.txt_orf00495 D.turgidum./08.fa.txt_orf00419
E.coli./09.fa.txt_orf00496_rev D.turgidum./08.fa.txt_orf00234
E.coli./09.fa.txt_orf00497 D.turgidum./08.fa.txt_orf00833
E.coli./09.fa.txt_orf00499 D.turgidum./08.fa.txt_orf00699_rev
E.coli./09.fa.txt_orf00500 D.turgidum./08.fa.txt_orf00601
E.coli./09.fa.txt_orf00502_rev D.turgidum./08.fa.txt_orf01594
E.coli./09.fa.txt_orf00503_rev D.turgidum./08.fa.txt_orf00757
E.coli./09.fa.txt_orf00505_rev D.turgidum./08.fa.txt_orf01938_rev
E.coli./09.fa.txt_orf00507_rev D.turgidum./08.fa.txt_orf02148
E.coli./09.fa.txt_orf00508_rev D.turgidum./08.fa.txt_orf00579
E.coli./09.fa.txt_orf00510 D.turgidum./08.fa.txt_orf01352
E.coli./09.fa.txt_orf00511 D.turgidum./08.fa.txt_orf01900
E.coli./09.fa.txt_orf00512 D.turgidum./08.fa.txt_orf00789
E.coli./09.fa.txt_orf00513 D.turgidum./08.fa.txt_orf00531
E.coli./09.fa.txt_orf00515 D.turgidum./08.fa.txt_orf01325
E.coli./09.fa.txt_orf00517 D.turgidum./08.fa.txt_orf01506
E.coli./09.fa.txt_orf00519 D.turgidum./08.fa.txt_orf01237_rev
E.coli./09.fa.txt_orf00520 D.turgidum./08.fa.txt_orf02002_rev
E.coli./09.fa.txt_orf00522_rev D.turgidum./08.fa.txt_orf02059_rev
E.coli./09.fa.txt_orf00524_rev D.turgidum./08.fa.txt_orf00582
E.coli./09.fa.txt_orf00525_rev D.turgidum./08.fa.txt_orf00107
E.coli./09.fa.txt_orf00526_rev D.turgidum./08.fa.txt_orf01249
E.coli./09.fa.txt_orf00527_rev D.turgidum./08.fa.txt_orf02053_rev
E.coli./09.fa.txt_orf00528_rev D.turgidum./08.fa.txt_orf01838_rev
E.coli./09.fa.txt_orf00529_rev D.turgidum./08.fa.txt_orf01756
E.coli./09.fa.txt_orf00531 D.turgidum./08.fa.txt_orf01646
E.coli./09.fa.txt_orf00533 D.turgidum./08.fa.txt_orf00995_rev
E.coli./09.fa.txt_orf00534 D.turgidum./08.fa.txt_orf00747_rev
E.coli./09.fa.txt_orf00535 D.turgidum./08.fa.txt_orf01453
E.coli./09.fa.txt_orf00537_rev D.turgidum./08.fa.txt_orf01902
E.coli./09.fa.txt_orf00538_rev D.turgidum./08.fa.txt_orf01898_rev
E.coli./09.fa.txt_orf00539 D.turgidum./08.fa.txt_orf00039
E.coli./09.fa.txt_orf00541 D.turgidum./08.fa.txt_orf01953
E.coli./09.fa.txt_orf00542_rev D.turgidum./08.fa.txt_orf00670_rev
E.coli./09.fa.txt_orf00544 D.turgidum./08.fa.txt_orf00825
E.coli./09.fa.txt_orf00545 D.turgidum./08.fa.txt_orf01566_rev
E.coli./09.fa.txt_orf00546 D.turgidum./08.fa.txt_orf01033
E.coli./09.fa.txt_orf00547_rev D.turgidum./08.fa.txt_orf01878
E.coli./09.fa.txt_orf00549 D.turgidum./08.fa.txt_orf01651
E.coli./09.fa.txt_orf00550_rev D.turgidum./08.fa.txt_orf01207_rev
E.coli./09.fa.txt_orf00551 D.turgidum./08.fa.txt_orf02243_rev
E.coli./09.fa.txt_orf00553 D.turgidum./08.fa.txt_orf00399
E.coli./09.fa.txt_orf00554 D.turgidum./08.fa.txt_orf00700
E.coli./09.fa.txt_orf00556 D.turgidum./08.fa.txt_orf01054
E.coli./09.fa.txt_orf00557 D.turgidum./08.fa.txt_orf02213
E.coli./09.fa.txt_orf00559_rev D.turgidum./08.fa.txt_orf01655
E.coli./09.fa.txt_orf00560 D.turgidum./08.fa.txt_orf00297_rev
E.coli./09.fa.txt_orf00561 D.turgidum./08.fa.txt_orf01842_rev
E.coli./09.fa.txt_orf00562 D.turgidum./08.fa.txt_orf00119
E.coli./09.fa.txt_orf00564 D.turgidum./08.fa.txt_orf01052
E.coli./09.fa.txt_orf00565 D.turgidum./08.fa.txt_orf01383
E.coli./09.fa.txt_orf00567 D.turgidum./08.fa.txt_orf00483
E.coli./09.fa.txt_orf00568_rev D.turgidum./08.fa.txt_orf01732
E.coli./09.fa.txt_orf00569 D.turgidum./08.fa.txt_orf01411
E.coli./09.fa.txt_orf00573_rev D.turgidum./08.fa.txt_orf02227_rev
E.coli./09.fa.txt_orf00574_rev D.turgidum./08.fa.txt_orf01202
E.coli./09.fa.txt_orf00575_rev D.turgidum./08.fa.txt_orf02043
E.coli./09.fa.txt_orf00577 D.turgidum./08.fa.txt_orf01564_rev
E.coli./09.fa.txt_orf00578 D.turgidum./08.fa.txt_orf01563_rev
E.coli./09.fa.txt_orf00580_rev D.turgidum./08.fa.txt_orf00954
E.coli./09.fa.txt_orf00581 D.turgidum./08.fa.txt_orf00884_rev
E.coli./09.fa.txt_orf00584 D.turgidum./08.fa.txt_orf02105
E.coli./09.fa.txt_orf00585_rev D.turgidum./08.fa.txt_orf00106
E.coli./09.fa.txt_orf00586 D.turgidum./08.fa.txt_orf02021_rev
E.coli./09.fa.txt_orf00588 D.turgidum./08.fa.txt_orf02020_rev
E.coli./09.fa.txt_orf00589 D.turgidum./08.fa.txt_orf02019_rev
E.coli./09.fa.txt_orf00591 D.turgidum./08.fa.txt_orf02018_rev
E.coli./09.fa.txt_orf00592 D.turgidum./08.fa.txt_orf02017_rev
E.coli./09.fa.txt_orf00593 D.turgidum./08.fa.txt_orf01096
E.coli./09.fa.txt_orf00595_rev D.turgidum./08.fa.txt_orf00391
E.coli./09.fa.txt_orf00596_rev D.turgidum./08.fa.txt_orf02211
E.coli./09.fa.txt_orf00597_rev D.turgidum./08.fa.txt_orf00999
E.coli./09.fa.txt_orf00598 D.turgidum./08.fa.txt_orf02135
E.coli./09.fa.txt_orf00599 D.turgidum./08.fa.txt_orf01555_rev
E.coli./09.fa.txt_orf00600 D.turgidum./08.fa.txt_orf01470
E.coli./09.fa.txt_orf00601 D.turgidum./08.fa.txt_orf01322
E.coli./09.fa.txt_orf00602 D.turgidum./08.fa.txt_orf00113
E.coli./09.fa.txt_orf00603 D.turgidum./08.fa.txt_orf00999
E.coli./09.fa.txt_orf00604_rev D.turgidum./08.fa.txt_orf02280
E.coli./09.fa.txt_orf00605_rev D.turgidum./08.fa.txt_orf01323
E.coli./09.fa.txt_orf00606_rev D.turgidum./08.fa.txt_orf01611_rev
E.coli./09.fa.txt_orf00607_rev D.turgidum./08.fa.txt_orf02270_rev
E.coli./09.fa.txt_orf00610 D.turgidum./08.fa.txt_orf01886
E.coli./09.fa.txt_orf00611_rev D.turgidum./08.fa.txt_orf01919_rev
E.coli./09.fa.txt_orf00614_rev D.turgidum./08.fa.txt_orf00673_rev
E.coli./09.fa.txt_orf00615 D.turgidum./08.fa.txt_orf02135
E.coli./09.fa.txt_orf00617_rev D.turgidum./08.fa.txt_orf01237_rev
E.coli./09.fa.txt_orf00618 D.turgidum./08.fa.txt_orf01296
E.coli./09.fa.txt_orf00620_rev D.turgidum./08.fa.txt_orf01270
E.coli./09.fa.txt_orf00621_rev D.turgidum./08.fa.txt_orf00420_rev
E.coli./09.fa.txt_orf00622_rev D.turgidum./08.fa.txt_orf00931
E.coli./09.fa.txt_orf00623_rev D.turgidum./08.fa.txt_orf01561_rev
E.coli./09.fa.txt_orf00624_rev D.turgidum./08.fa.txt_orf01137_rev
E.coli./09.fa.txt_orf00626_rev D.turgidum./08.fa.txt_orf01863_rev
E.coli./09.fa.txt_orf00627_rev D.turgidum./08.fa.txt_orf00975_rev
E.coli./09.fa.txt_orf00628_rev D.turgidum./08.fa.txt_orf00153_rev
E.coli./09.fa.txt_orf00630_rev D.turgidum./08.fa.txt_orf00753
E.coli./09.fa.txt_orf00631 D.turgidum./08.fa.txt_orf00913_rev
E.coli./09.fa.txt_orf00632 D.turgidum./08.fa.txt_orf01119
E.coli./09.fa.txt_orf00633 D.turgidum./08.fa.txt_orf01379
E.coli./09.fa.txt_orf00635 D.turgidum./08.fa.txt_orf01380
E.coli./09.fa.txt_orf00637 D.turgidum./08.fa.txt_orf01381
E.coli./09.fa.txt_orf00640 D.turgidum./08.fa.txt_orf01961
E.coli./09.fa.txt_orf00641 D.turgidum./08.fa.txt_orf01906
E.coli./09.fa.txt_orf00643 D.turgidum./08.fa.txt_orf01903
E.coli./09.fa.txt_orf00645 D.turgidum./08.fa.txt_orf01398
E.coli./09.fa.txt_orf00647 D.turgidum./08.fa.txt_orf00747_rev
E.coli./09.fa.txt_orf00648_rev D.turgidum./08.fa.txt_orf02247_rev
E.coli./09.fa.txt_orf00649_rev D.turgidum./08.fa.txt_orf01433
E.coli./09.fa.txt_orf00651 D.turgidum./08.fa.txt_orf01557_rev
E.coli./09.fa.txt_orf00652 D.turgidum./08.fa.txt_orf02153_rev
E.coli./09.fa.txt_orf00654 D.turgidum./08.fa.txt_orf00884_rev
E.coli./09.fa.txt_orf00655 D.turgidum./08.fa.txt_orf00881_rev
E.coli./09.fa.txt_orf00656_rev D.turgidum./08.fa.txt_orf00028
E.coli./09.fa.txt_orf00657 D.turgidum./08.fa.txt_orf00232
E.coli./09.fa.txt_orf00659 D.turgidum./08.fa.txt_orf01982_rev
E.coli./09.fa.txt_orf00660_rev D.turgidum./08.fa.txt_orf01887
E.coli./09.fa.txt_orf00662 D.turgidum./08.fa.txt_orf01256
E.coli./09.fa.txt_orf00663_rev D.turgidum./08.fa.txt_orf01134
E.coli./09.fa.txt_orf00664 D.turgidum./08.fa.txt_orf01762_rev
E.coli./09.fa.txt_orf00665_rev D.turgidum./08.fa.txt_orf00736
E.coli./09.fa.txt_orf00666_rev D.turgidum./08.fa.txt_orf01991_rev
E.coli./09.fa.txt_orf00668_rev D.turgidum./08.fa.txt_orf01594
E.coli./09.fa.txt_orf00669_rev D.turgidum./08.fa.txt_orf00948
E.coli./09.fa.txt_orf00670_rev D.turgidum./08.fa.txt_orf00571
E.coli./09.fa.txt_orf00672_rev D.turgidum./08.fa.txt_orf01330
E.coli./09.fa.txt_orf00675_rev D.turgidum./08.fa.txt_orf00961_rev
E.coli./09.fa.txt_orf00676 D.turgidum./08.fa.txt_orf00073_rev
E.coli./09.fa.txt_orf00679 D.turgidum./08.fa.txt_orf02073_rev
E.coli./09.fa.txt_orf00680_rev D.turgidum./08.fa.txt_orf02244_rev
E.coli./09.fa.txt_orf00681_rev D.turgidum./08.fa.txt_orf00333_rev
E.coli./09.fa.txt_orf00682 D.turgidum./08.fa.txt_orf00680
E.coli./09.fa.txt_orf00683 D.turgidum./08.fa.txt_orf01176_rev
E.coli./09.fa.txt_orf00684 D.turgidum./08.fa.txt_orf00337
E.coli./09.fa.txt_orf00685 D.turgidum./08.fa.txt_orf00338
E.coli./09.fa.txt_orf00687 D.turgidum./08.fa.txt_orf00339
E.coli./09.fa.txt_orf00688 D.turgidum./08.fa.txt_orf00382_rev
E.coli./09.fa.txt_orf00690 D.turgidum./08.fa.txt_orf00067
E.coli./09.fa.txt_orf00692 D.turgidum./08.fa.txt_orf01270
E.coli./09.fa.txt_orf00694 D.turgidum./08.fa.txt_orf00290
E.coli./09.fa.txt_orf00696_rev D.turgidum./08.fa.txt_orf00924
E.coli./09.fa.txt_orf00697 D.turgidum./08.fa.txt_orf00684
E.coli./09.fa.txt_orf00699_rev D.turgidum./08.fa.txt_orf00843
E.coli./09.fa.txt_orf00700_rev D.turgidum./08.fa.txt_orf01432
E.coli./09.fa.txt_orf00701 D.turgidum./08.fa.txt_orf02255
E.coli./09.fa.txt_orf00703_rev D.turgidum./08.fa.txt_orf01143
E.coli./09.fa.txt_orf00704_rev D.turgidum./08.fa.txt_orf02072_rev
E.coli./09.fa.txt_orf00706 D.turgidum./08.fa.txt_orf01818_rev
E.coli./09.fa.txt_orf00708_rev D.turgidum./08.fa.txt_orf01990_rev
E.coli./09.fa.txt_orf00709 D.turgidum./08.fa.txt_orf00822_rev
E.coli./09.fa.txt_orf00710 D.turgidum./08.fa.txt_orf00213
E.coli./09.fa.txt_orf00711 D.turgidum./08.fa.txt_orf00476
E.coli./09.fa.txt_orf00712_rev D.turgidum./08.fa.txt_orf00556
E.coli./09.fa.txt_orf00713_rev D.turgidum./08.fa.txt_orf00002_rev
E.coli./09.fa.txt_orf00714 D.turgidum./08.fa.txt_orf01077
E.coli./09.fa.txt_orf00715 D.turgidum./08.fa.txt_orf02254
E.coli./09.fa.txt_orf00717_rev D.turgidum./08.fa.txt_orf00855_rev
E.coli./09.fa.txt_orf00718_rev D.turgidum./08.fa.txt_orf01196
E.coli./09.fa.txt_orf00719_rev D.turgidum./08.fa.txt_orf00248
E.coli./09.fa.txt_orf00720 D.turgidum./08.fa.txt_orf01077
E.coli./09.fa.txt_orf00721 D.turgidum./08.fa.txt_orf01082
E.coli./09.fa.txt_orf00725 D.turgidum./08.fa.txt_orf00577
E.coli./09.fa.txt_orf00726 D.turgidum./08.fa.txt_orf00556
E.coli./09.fa.txt_orf00727 D.turgidum./08.fa.txt_orf00885_rev
E.coli./09.fa.txt_orf00728 D.turgidum./08.fa.txt_orf01838_rev
E.coli./09.fa.txt_orf00729_rev D.turgidum./08.fa.txt_orf00285
E.coli./09.fa.txt_orf00730_rev D.turgidum./08.fa.txt_orf00937_rev
E.coli./09.fa.txt_orf00731_rev D.turgidum./08.fa.txt_orf01156_rev
E.coli./09.fa.txt_orf00732_rev D.turgidum./08.fa.txt_orf00891_rev
E.coli./09.fa.txt_orf00733 D.turgidum./08.fa.txt_orf00699_rev
E.coli./09.fa.txt_orf00735 D.turgidum./08.fa.txt_orf00579
E.coli./09.fa.txt_orf00738 D.turgidum./08.fa.txt_orf01498
E.coli./09.fa.txt_orf00739 D.turgidum./08.fa.txt_orf00321
E.coli./09.fa.txt_orf00740 D.turgidum./08.fa.txt_orf00255
E.coli./09.fa.txt_orf00741 D.turgidum./08.fa.txt_orf02277_rev
E.coli./09.fa.txt_orf00742 D.turgidum./08.fa.txt_orf01978_rev
E.coli./09.fa.txt_orf00744 D.turgidum./08.fa.txt_orf02210
E.coli./09.fa.txt_orf00745 D.turgidum./08.fa.txt_orf00875
E.coli./09.fa.txt_orf00747_rev D.turgidum./08.fa.txt_orf01389
E.coli./09.fa.txt_orf00749_rev D.turgidum./08.fa.txt_orf01708_rev
E.coli./09.fa.txt_orf00751_rev D.turgidum./08.fa.txt_orf01681_rev
E.coli./09.fa.txt_orf00753 D.turgidum./08.fa.txt_orf00949
E.coli./09.fa.txt_orf00754 D.turgidum./08.fa.txt_orf00061_rev
E.coli./09.fa.txt_orf00757 D.turgidum./08.fa.txt_orf01231_rev
E.coli./09.fa.txt_orf00758 D.turgidum./08.fa.txt_orf01076
E.coli./09.fa.txt_orf00759_rev D.turgidum./08.fa.txt_orf00230_rev
E.coli./09.fa.txt_orf00760_rev D.turgidum./08.fa.txt_orf00355
E.coli./09.fa.txt_orf00762_rev D.turgidum./08.fa.txt_orf01605_rev
E.coli./09.fa.txt_orf00763_rev D.turgidum./08.fa.txt_orf01572_rev
E.coli./09.fa.txt_orf00765 D.turgidum./08.fa.txt_orf02130
E.coli./09.fa.txt_orf00769_rev D.turgidum./08.fa.txt_orf01713_rev
E.coli./09.fa.txt_orf00770_rev D.turgidum./08.fa.txt_orf01951_rev
E.coli./09.fa.txt_orf00771_rev D.turgidum./08.fa.txt_orf02057_rev
E.coli./09.fa.txt_orf00772 D.turgidum./08.fa.txt_orf00006_rev
E.coli./09.fa.txt_orf00774 D.turgidum./08.fa.txt_orf01996_rev
E.coli./09.fa.txt_orf00775 D.turgidum./08.fa.txt_orf01570_rev
E.coli./09.fa.txt_orf00777 D.turgidum./08.fa.txt_orf01202
E.coli./09.fa.txt_orf00778 D.turgidum./08.fa.txt_orf01884
E.coli./09.fa.txt_orf00779_rev D.turgidum./08.fa.txt_orf01405
E.coli./09.fa.txt_orf00782_rev D.turgidum./08.fa.txt_orf02008_rev
E.coli./09.fa.txt_orf00783_rev D.turgidum./08.fa.txt_orf00084
E.coli./09.fa.txt_orf00784_rev D.turgidum./08.fa.txt_orf01755_rev
E.coli./09.fa.txt_orf00786_rev D.turgidum./08.fa.txt_orf01120
E.coli./09.fa.txt_orf00787_rev D.turgidum./08.fa.txt_orf00859
E.coli./09.fa.txt_orf00788_rev D.turgidum./08.fa.txt_orf01326
E.coli./09.fa.txt_orf00790_rev D.turgidum./08.fa.txt_orf00171_rev
E.coli./09.fa.txt_orf00792_rev D.turgidum./08.fa.txt_orf00918
E.coli./09.fa.txt_orf00793_rev D.turgidum./08.fa.txt_orf00558_rev
E.coli./09.fa.txt_orf00796_rev D.turgidum./08.fa.txt_orf01810
E.coli./09.fa.txt_orf00797_rev D.turgidum./08.fa.txt_orf00719
E.coli./09.fa.txt_orf00798_rev D.turgidum./08.fa.txt_orf00718
E.coli./09.fa.txt_orf00800 D.turgidum./08.fa.txt_orf01078
E.coli./09.fa.txt_orf00802 D.turgidum./08.fa.txt_orf01086
E.coli./09.fa.txt_orf00804 D.turgidum./08.fa.txt_orf01081
E.coli./09.fa.txt_orf00806 D.turgidum./08.fa.txt_orf01416
E.coli./09.fa.txt_orf00807 D.turgidum./08.fa.txt_orf01323
E.coli./09.fa.txt_orf00809_rev D.turgidum./08.fa.txt_orf02073_rev
E.coli./09.fa.txt_orf00810_rev D.turgidum./08.fa.txt_orf00456
E.coli./09.fa.txt_orf00812_rev D.turgidum./08.fa.txt_orf01570_rev
E.coli./09.fa.txt_orf00813_rev D.turgidum./08.fa.txt_orf00621
E.coli./09.fa.txt_orf00814_rev D.turgidum./08.fa.txt_orf01043
E.coli./09.fa.txt_orf00816 D.turgidum./08.fa.txt_orf01241
E.coli./09.fa.txt_orf00818_rev D.turgidum./08.fa.txt_orf01199
E.coli./09.fa.txt_orf00819_rev D.turgidum./08.fa.txt_orf01241
E.coli./09.fa.txt_orf00822_rev D.turgidum./08.fa.txt_orf01199
E.coli./09.fa.txt_orf00823_rev D.turgidum./08.fa.txt_orf00758_rev
E.coli./09.fa.txt_orf00826 D.turgidum./08.fa.txt_orf00099
E.coli./09.fa.txt_orf00827_rev D.turgidum./08.fa.txt_orf01898_rev
E.coli./09.fa.txt_orf00828 D.turgidum./08.fa.txt_orf01039
E.coli./09.fa.txt_orf00830 D.turgidum./08.fa.txt_orf01965_rev
E.coli./09.fa.txt_orf00832 D.turgidum./08.fa.txt_orf01370
E.coli./09.fa.txt_orf00833 D.turgidum./08.fa.txt_orf01086
E.coli./09.fa.txt_orf00834_rev D.turgidum./08.fa.txt_orf00327_rev
E.coli./09.fa.txt_orf00835_rev D.turgidum./08.fa.txt_orf00328_rev
E.coli./09.fa.txt_orf00836_rev D.turgidum./08.fa.txt_orf00328_rev
E.coli./09.fa.txt_orf00837 D.turgidum./08.fa.txt_orf00490_rev
E.coli./09.fa.txt_orf00838_rev D.turgidum./08.fa.txt_orf01809
E.coli./09.fa.txt_orf00839 D.turgidum./08.fa.txt_orf00903
E.coli./09.fa.txt_orf00841 D.turgidum./08.fa.txt_orf00569
E.coli./09.fa.txt_orf00842 D.turgidum./08.fa.txt_orf00163_rev
E.coli./09.fa.txt_orf00844 D.turgidum./08.fa.txt_orf02227_rev
E.coli./09.fa.txt_orf00845 D.turgidum./08.fa.txt_orf01238
E.coli./09.fa.txt_orf00848 D.turgidum./08.fa.txt_orf00986_rev
E.coli./09.fa.txt_orf00849 D.turgidum./08.fa.txt_orf00330_rev
E.coli./09.fa.txt_orf00850_rev D.turgidum./08.fa.txt_orf02202
E.coli./09.fa.txt_orf00851 D.turgidum./08.fa.txt_orf01370
E.coli./09.fa.txt_orf00852_rev D.turgidum./08.fa.txt_orf02218_rev
E.coli./09.fa.txt_orf00853_rev D.turgidum./08.fa.txt_orf00476
E.coli./09.fa.txt_orf00854_rev D.turgidum./08.fa.txt_orf01157
E.coli./09.fa.txt_orf00856_rev D.turgidum./08.fa.txt_orf00542
E.coli./09.fa.txt_orf00857 D.turgidum./08.fa.txt_orf00758_rev
E.coli./09.fa.txt_orf00861 D.turgidum./08.fa.txt_orf00986_rev
E.coli./09.fa.txt_orf00864_rev D.turgidum./08.fa.txt_orf01437
E.coli./09.fa.txt_orf00867 D.turgidum./08.fa.txt_orf00897
E.coli./09.fa.txt_orf00868_rev D.turgidum./08.fa.txt_orf00388
E.coli./09.fa.txt_orf00869_rev D.turgidum./08.fa.txt_orf01662_rev
E.coli./09.fa.txt_orf00871_rev D.turgidum./08.fa.txt_orf01168
E.coli./09.fa.txt_orf00873_rev D.turgidum./08.fa.txt_orf00300
E.coli./09.fa.txt_orf00874_rev D.turgidum./08.fa.txt_orf00047_rev
E.coli./09.fa.txt_orf00876_rev D.turgidum./08.fa.txt_orf00907
E.coli./09.fa.txt_orf00878_rev D.turgidum./08.fa.txt_orf02037
E.coli./09.fa.txt_orf00880_rev D.turgidum./08.fa.txt_orf00359
E.coli./09.fa.txt_orf00882_rev D.turgidum./08.fa.txt_orf01383
E.coli./09.fa.txt_orf00884_rev D.turgidum./08.fa.txt_orf01441
E.coli./09.fa.txt_orf00885 D.turgidum./08.fa.txt_orf00972
E.coli./09.fa.txt_orf00886 D.turgidum./08.fa.txt_orf00201_rev
E.coli./09.fa.txt_orf00887_rev D.turgidum./08.fa.txt_orf01412
E.coli./09.fa.txt_orf00890 D.turgidum./08.fa.txt_orf02215_rev
E.coli./09.fa.txt_orf00892 D.turgidum./08.fa.txt_orf00999
E.coli./09.fa.txt_orf00893_rev D.turgidum./08.fa.txt_orf00853
E.coli./09.fa.txt_orf00894 D.turgidum./08.fa.txt_orf02098
E.coli./09.fa.txt_orf00895 D.turgidum./08.fa.txt_orf02018_rev
E.coli./09.fa.txt_orf00896_rev D.turgidum./08.fa.txt_orf01364
E.coli./09.fa.txt_orf00898_rev D.turgidum./08.fa.txt_orf00888_rev
E.coli./09.fa.txt_orf00899_rev D.turgidum./08.fa.txt_orf01566_rev
E.coli./09.fa.txt_orf00900_rev D.turgidum./08.fa.txt_orf00989
E.coli./09.fa.txt_orf00901_rev D.turgidum./08.fa.txt_orf00843
E.coli./09.fa.txt_orf00902_rev D.turgidum./08.fa.txt_orf01052
E.coli./09.fa.txt_orf00904_rev D.turgidum./08.fa.txt_orf01880
E.coli./09.fa.txt_orf00905_rev D.turgidum./08.fa.txt_orf01561_rev
E.coli./09.fa.txt_orf00907_rev D.turgidum./08.fa.txt_orf01773_rev
E.coli./09.fa.txt_orf00908_rev D.turgidum./08.fa.txt_orf01659
E.coli./09.fa.txt_orf00910_rev D.turgidum./08.fa.txt_orf00523_rev
E.coli./09.fa.txt_orf00913_rev D.turgidum./08.fa.txt_orf02010
E.coli./09.fa.txt_orf00914_rev D.turgidum./08.fa.txt_orf01614_rev
E.coli./09.fa.txt_orf00915_rev D.turgidum./08.fa.txt_orf01102
E.coli./09.fa.txt_orf00916_rev D.turgidum./08.fa.txt_orf00587_rev
E.coli./09.fa.txt_orf00919_rev D.turgidum./08.fa.txt_orf01965_rev
E.coli./09.fa.txt_orf00920 D.turgidum./08.fa.txt_orf02058_rev
E.coli./09.fa.txt_orf00922_rev D.turgidum./08.fa.txt_orf01924_rev
E.coli./09.fa.txt_orf00924 D.turgidum./08.fa.txt_orf01122
E.coli./09.fa.txt_orf00925 D.turgidum./08.fa.txt_orf00023
E.coli./09.fa.txt_orf00926_rev D.turgidum./08.fa.txt_orf01032
E.coli./09.fa.txt_orf00927 D.turgidum./08.fa.txt_orf00561
E.coli./09.fa.txt_orf00928 D.turgidum./08.fa.txt_orf00352_rev
E.coli./09.fa.txt_orf00930_rev D.turgidum./08.fa.txt_orf00022
E.coli./09.fa.txt_orf00931_rev D.turgidum./08.fa.txt_orf00108
E.coli./09.fa.txt_orf00932_rev D.turgidum./08.fa.txt_orf01332
E.coli./09.fa.txt_orf00933_rev D.turgidum./08.fa.txt_orf01331
E.coli./09.fa.txt_orf00934_rev D.turgidum./08.fa.txt_orf01331
E.coli./09.fa.txt_orf00935_rev D.turgidum./08.fa.txt_orf01330
E.coli./09.fa.txt_orf00936 D.turgidum./08.fa.txt_orf00227_rev
E.coli./09.fa.txt_orf00938 D.turgidum./08.fa.txt_orf01693_rev
E.coli./09.fa.txt_orf00939 D.turgidum./08.fa.txt_orf00571
E.coli./09.fa.txt_orf00941_rev D.turgidum./08.fa.txt_orf00197_rev
E.coli./09.fa.txt_orf00942_rev D.turgidum./08.fa.txt_orf01682_rev
E.coli./09.fa.txt_orf00943_rev D.turgidum./08.fa.txt_orf01684_rev
E.coli./09.fa.txt_orf00944_rev D.turgidum./08.fa.txt_orf01685_rev
E.coli./09.fa.txt_orf00948_rev D.turgidum./08.fa.txt_orf01364
E.coli./09.fa.txt_orf00949 D.turgidum./08.fa.txt_orf01352
E.coli./09.fa.txt_orf00951_rev D.turgidum./08.fa.txt_orf01796_rev
E.coli./09.fa.txt_orf00952_rev D.turgidum./08.fa.txt_orf01531
E.coli./09.fa.txt_orf00955_rev D.turgidum./08.fa.txt_orf02116_rev
E.coli./09.fa.txt_orf00956_rev D.turgidum./08.fa.txt_orf00291_rev
E.coli./09.fa.txt_orf00957_rev D.turgidum./08.fa.txt_orf01700_rev
E.coli./09.fa.txt_orf00958_rev D.turgidum./08.fa.txt_orf02034_rev
E.coli./09.fa.txt_orf00960 D.turgidum./08.fa.txt_orf00587_rev
E.coli./09.fa.txt_orf00963 D.turgidum./08.fa.txt_orf01608
E.coli./09.fa.txt_orf00964_rev D.turgidum./08.fa.txt_orf01228_rev
E.coli./09.fa.txt_orf00965_rev D.turgidum./08.fa.txt_orf01787_rev
E.coli./09.fa.txt_orf00966 D.turgidum./08.fa.txt_orf00607_rev
E.coli./09.fa.txt_orf00968 D.turgidum./08.fa.txt_orf00736
E.coli./09.fa.txt_orf00971_rev D.turgidum./08.fa.txt_orf01969
E.coli./09.fa.txt_orf00972_rev D.turgidum./08.fa.txt_orf00370_rev
E.coli./09.fa.txt_orf00973_rev D.turgidum./08.fa.txt_orf01028
E.coli./09.fa.txt_orf00974_rev D.turgidum./08.fa.txt_orf00789
E.coli./09.fa.txt_orf00976 D.turgidum./08.fa.txt_orf01875
E.coli./09.fa.txt_orf00978 D.turgidum./08.fa.txt_orf00084
E.coli./09.fa.txt_orf00980_rev D.turgidum./08.fa.txt_orf00048
E.coli./09.fa.txt_orf00981_rev D.turgidum./08.fa.txt_orf01444
E.coli./09.fa.txt_orf00983 D.turgidum./08.fa.txt_orf00738
E.coli./09.fa.txt_orf00985_rev D.turgidum./08.fa.txt_orf01564_rev
E.coli./09.fa.txt_orf00986_rev D.turgidum./08.fa.txt_orf00972
